ID,Query,url,identifier,eid,title,creator,publicationName,eIssn,doi,affiliation,
82,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185885615,SCOPUS_ID:85185885615,2-s2.0-85185885615,Detection of cotton leaf curl disease’s susceptibility scale level based on deep learning,Nazeer R.,Journal of Cloud Computing,2192113X,10.1186/s13677-023-00582-9,University of Education,
83,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185879158,SCOPUS_ID:85185879158,2-s2.0-85185879158,From Digital Human Modeling to Human Digital Twin: Framework and Perspectives in Human Factors,He Q.,Chinese Journal of Mechanical Engineering (English Edition),21928258,10.1186/s10033-024-00998-7,Zhejiang University,
84,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185863350,SCOPUS_ID:85185863350,2-s2.0-85185863350,A new computer-aided diagnosis tool based on deep learning methods for automatic detection of retinal disorders from OCT images,Alizadeh Eghtedar R.,International Ophthalmology,15732630,10.1007/s10792-024-03033-9,Isfahan University of Medical Sciences,
85,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185857751,SCOPUS_ID:85185857751,2-s2.0-85185857751,Virtual histological staining of unlabeled autopsy tissue,Li Y.,Nature Communications,20411723,10.1038/s41467-024-46077-2,"California NanoSystems Institute, University of California, Los Angeles",
86,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185837195,SCOPUS_ID:85185837195,2-s2.0-85185837195,Sound field reconstruction using neural processes with dynamic kernels,Liang Z.,"Eurasip Journal on Audio, Speech, and Music Processing",16874722,10.1186/s13636-024-00333-x,Northwestern Polytechnical University,
87,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185836471,SCOPUS_ID:85185836471,2-s2.0-85185836471,Highly accurate and effective deep neural networks in pathological diagnosis of prostate cancer,Zhang C.,World Journal of Urology,14338726,10.1007/s00345-024-04775-y,Medical School of Nanjing University,
88,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185824572,SCOPUS_ID:85185824572,2-s2.0-85185824572,Predator selection on phenotypic variability of cryptic and aposematic moths,Nokelainen O.,Nature Communications,20411723,10.1038/s41467-024-45329-5,"University of Jyväskylä, Helsingin Yliopisto",
89,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185789321,SCOPUS_ID:85185789321,2-s2.0-85185789321,Computational pathology: A survey review and the way forward,Hosseini M.S.,Journal of Pathology Informatics,21533539,10.1016/j.jpi.2023.100357,Concordia University,
90,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185700889,SCOPUS_ID:85185700889,2-s2.0-85185700889,Analysis of shade-matching ability in dental students: a comparative study under clinical and correcting light conditions,Jouhar R.,BMC Medical Education,14726920,10.1186/s12909-024-05146-2,King Faisal University,
91,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185700567,SCOPUS_ID:85185700567,2-s2.0-85185700567,Dynamic X-ray imaging with screen-printed perovskite CMOS array,Liu Y.,Nature Communications,20411723,10.1038/s41467-024-45871-2,Shenzhen Institute of Advanced Technology,
92,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185699827,SCOPUS_ID:85185699827,2-s2.0-85185699827,Deep neural networks for crack detection inside structures,Moreh F.,Scientific Reports,20452322,10.1038/s41598-024-54494-y,Christian-Albrechts-Universität zu Kiel,
93,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185698669,SCOPUS_ID:85185698669,2-s2.0-85185698669,Non-orthogonal optical multiplexing empowered by deep learning,Pan T.,Nature Communications,20411723,10.1038/s41467-024-45845-4,"Guangdong University of Technology, Ministry of Education of the People's Republic of China",
94,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185696707,SCOPUS_ID:85185696707,2-s2.0-85185696707,Performance evaluation of a deep learning model for automatic detection and localization of idiopathic osteosclerosis on dental panoramic radiographs,Tassoker M.,Scientific Reports,20452322,10.1038/s41598-024-55109-2,Necmettin Erbakan Üniversitesi,
95,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185696405,SCOPUS_ID:85185696405,2-s2.0-85185696405,Adaptive filter of frequency bands based coordinate attention network for EEG-based motor imagery classification,Zhang X.,Health Information Science and Systems,20472501,10.1007/s13755-024-00270-1,University of Shanghai for Science and Technology,
96,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185694439,SCOPUS_ID:85185694439,2-s2.0-85185694439,Fetal face shape analysis from prenatal 3D ultrasound images,Sivera R.,Scientific Reports,20452322,10.1038/s41598-023-50386-9,University College London,
97,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185693505,SCOPUS_ID:85185693505,2-s2.0-85185693505,Supervised graph contrastive learning for cancer subtype identification through multi-omics data integration,Chen F.,Health Information Science and Systems,20472501,10.1007/s13755-024-00274-x,Kunming University of Science and Technology,
98,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185691238,SCOPUS_ID:85185691238,2-s2.0-85185691238,A clinical 3D pointing test differentiates spatial memory deficits in dementia and bilateral vestibular failure,Gerb J.,BMC Neurology,14712377,10.1186/s12883-024-03569-4,Klinikum der Universität München,
99,Computer Vision,https://api.elsevier.com/content/abstract/scopus_id/85185690246,SCOPUS_ID:85185690246,2-s2.0-85185690246,Chitosan as a promising materials for the construction of nanocarriers for diabetic retinopathy: an updated review,Lv Y.,Journal of Biological Engineering,17541611,10.1186/s13036-024-00414-7,FAW Group Corporation,
0,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85184660762,SCOPUS_ID:85184660762,2-s2.0-85184660762,The role of sulfur cycle in new particle formation: Cycloaddition reaction of SO<inf>3</inf> to H<inf>2</inf>S,Zhang H.,Journal of Environmental Sciences (China),10010742,10.1016/j.jes.2023.09.010,Chinese Research Academy of Environmental Sciences,
1,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85184521879,SCOPUS_ID:85184521879,2-s2.0-85184521879,Rising frequency of ozone-favorable synoptic weather patterns contributes to 2015–2022 ozone increase in Guangzhou,Liu N.,Journal of Environmental Sciences (China),10010742,10.1016/j.jes.2023.09.024,Sun Yat-Sen University,
2,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85183450091,SCOPUS_ID:85183450091,2-s2.0-85183450091,Abiotic aerobic oxidation pathways of stibnite revealed by oxygen and sulfur isotope systematics of sulfate,He N.,Journal of Environmental Sciences (China),10010742,10.1016/j.jes.2023.10.015,China University of Geosciences,
3,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186201515,SCOPUS_ID:85186201515,2-s2.0-85186201515,"Construction of Buildings in Soft Clay Deposits: A Case Study in a Public School in Florianópolis/SC, Brazil",Martins J.A.,Anuario do Instituto de Geociencias,1019759,10.11137/1982-3908_2024_47_53330,Universidade Estadual de Campinas,
4,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85181148618,SCOPUS_ID:85181148618,2-s2.0-85181148618,Updating and evaluating a research best practices training course for social and behavioral research professionals,Samuels E.,Journal of Clinical and Translational Science,,10.1017/cts.2023.702,Michigan Medicine,
5,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85144222227,SCOPUS_ID:85144222227,2-s2.0-85144222227,Beyond playing 20 questions with nature: Integrative experiment design in the social and behavioral sciences,Almaatouq A.,Behavioral and Brain Sciences,0140525X,10.1017/S0140525X22002874,MIT Sloan School of Management,
6,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185288455,SCOPUS_ID:85185288455,2-s2.0-85185288455,AI-Enhanced Teaching Materials for Education: A Shift Towards Digitalization,Syahrizal S.,International Journal of Religion,2633352X,10.61707/j6sa1w36,Universitas PGRI Sumatera Barat,
7,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186268842,SCOPUS_ID:85186268842,2-s2.0-85186268842,Metastasis of cervical cancer indicated by elevation of serum CA125 produced by mediastinal lymph nodes: a case report,Honda K.I.,Journal of Medical Case Reports,,10.1186/s13256-024-04417-2,PL General Hospital,
8,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186253649,SCOPUS_ID:85186253649,2-s2.0-85186253649,MarShie: a clearing protocol for 3D analysis of single cells throughout the bone marrow at subcellular resolution,Mertens T.F.,Nature Communications,,10.1038/s41467-024-45827-6,"Deutsches Rheuma-Forschungszentrum, Charité – Universitätsmedizin Berlin",
9,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186250789,SCOPUS_ID:85186250789,2-s2.0-85186250789,Effects of isometric training and R.I.C.E. treatment on the arm muscle performance of swimmers with elbow pain,Li W.,Scientific Reports,,10.1038/s41598-024-54789-0,Universiti Malaya,
10,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186247691,SCOPUS_ID:85186247691,2-s2.0-85186247691,Understanding inherent influencing factors to digital health adoption in general practices through a mixed-methods analysis,Weik L.,npj Digital Medicine,,10.1038/s41746-024-01049-0,Universität Witten/Herdecke,
11,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186246173,SCOPUS_ID:85186246173,2-s2.0-85186246173,Net valence analysis of iris recognition technology-based FinTech,Al-Debei M.M.,Financial Innovation,,10.1186/s40854-023-00509-y,"School of Business University of Jordan, Al-Ahliyya Amman University",
12,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186238706,SCOPUS_ID:85186238706,2-s2.0-85186238706,Automated characterization of patient–ventilator interaction using surface electromyography,Sauer J.,Annals of Intensive Care,,10.1186/s13613-024-01259-5,Universität zu Lübeck,
13,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186237184,SCOPUS_ID:85186237184,2-s2.0-85186237184,"Towards unlocking motor control in spinal cord injured by applying an online EEG-based framework to decode motor intention, trajectory and error processing",Mondini V.,Scientific Reports,,10.1038/s41598-024-55413-x,Technische Universitat Graz,
14,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186237081,SCOPUS_ID:85186237081,2-s2.0-85186237081,Transcriptomic meta-analysis to identify potential antifungal targets in Candida albicans,Hefny Z.A.,BMC Microbiology,,10.1186/s12866-024-03213-8,KU Leuven,
15,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186231025,SCOPUS_ID:85186231025,2-s2.0-85186231025,Megacities are causal pacemakers of extreme heatwaves,Yang X.,npj Urban Sustainability,,10.1038/s42949-024-00148-x,Ira A. Fulton Schools of Engineering,
16,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186230878,SCOPUS_ID:85186230878,2-s2.0-85186230878,Parkinson’s disease and schizophrenia interactomes contain temporally distinct gene clusters underlying comorbid mechanisms and unique disease processes,Karunakaran K.B.,Schizophrenia,,10.1038/s41537-024-00439-3,"Institute for the Advanced Study of Human Biology, Indian Institute of Science",
17,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186228178,SCOPUS_ID:85186228178,2-s2.0-85186228178,Designing incentive systems for participation in digital ecosystems—An integrated framework,Mihale-Wilson C.,Electronic Markets,10196781,10.1007/s12525-024-00703-5,Goethe-Universität Frankfurt am Main,
18,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186219412,SCOPUS_ID:85186219412,2-s2.0-85186219412,Machine learning-based decision support system for orthognathic diagnosis and treatment planning,Du W.,BMC Oral Health,,10.1186/s12903-024-04063-6,"Peking University Hospital of Stomatology, West China School/Hospital of Stomatology Sichuan University",
19,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186219319,SCOPUS_ID:85186219319,2-s2.0-85186219319,The potential of generative AI for personalized persuasion at scale,Matz S.C.,Scientific Reports,,10.1038/s41598-024-53755-0,Columbia Business School,
20,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186215083,SCOPUS_ID:85186215083,2-s2.0-85186215083,"Phenotypic, molecular, and in silico characterization of coumarin as carbapenemase inhibitor to fight carbapenem-resistant Klebsiella pneumoniae",Abdel-Halim M.S.,BMC Microbiology,,10.1186/s12866-024-03214-7,"Zagazig University, Faculty of Medicine",
21,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186211288,SCOPUS_ID:85186211288,2-s2.0-85186211288,Analysis of web design visual element attention based on user educational background,Qing H.,Scientific Reports,,10.1038/s41598-024-54444-8,"Guangzhou College of Technology and Business, Universiti Teknologi Malaysia",
22,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186210915,SCOPUS_ID:85186210915,2-s2.0-85186210915,What factors will affect the effectiveness of using ChatGPT to solve programming problems? A quasi-experimental study,Jing Y.,Humanities and Social Sciences Communications,,10.1057/s41599-024-02751-w,Zhejiang University of Technology,
23,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186210019,SCOPUS_ID:85186210019,2-s2.0-85186210019,Targeted worker removal reveals a lack of flexibility in brood transport specialisation with no compensatory gain in efficiency,McGregor S.,Scientific Reports,,10.1038/s41598-024-55244-w,Université de Lausanne (UNIL),
24,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186209235,SCOPUS_ID:85186209235,2-s2.0-85186209235,Understanding the dilemma of explainable artificial intelligence: a proposal for a ritual dialog framework,Bao A.,Humanities and Social Sciences Communications,,10.1057/s41599-024-02759-2,"University of Chinese Academy of Sciences, Chinese Academy of Sciences, Institute of Automation Chinese Academy of Sciences, Center for Long-term Artificial Intelligence",
25,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186205318,SCOPUS_ID:85186205318,2-s2.0-85186205318,A release of local subunit conformational heterogeneity underlies gating in a muscle nicotinic acetylcholine receptor,Thompson M.J.,Nature Communications,20411723,10.1038/s41467-024-46028-x,University of Ottawa,
26,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186201333,SCOPUS_ID:85186201333,2-s2.0-85186201333,Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview,Capece S.,Heritage Science,20507445,10.1186/s40494-024-01186-5,Università degli Studi della Campania Luigi Vanvitelli,
27,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186201111,SCOPUS_ID:85186201111,2-s2.0-85186201111,"Electrochemical random-access memory: recent advances in materials, devices, and systems towards neuromorphic computing",Kwak H.,Nano Convergence,21965404,10.1186/s40580-024-00415-8,Pohang University of Science and Technology,
28,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186200104,SCOPUS_ID:85186200104,2-s2.0-85186200104,An empirical study on traditional offline retailer’s switching intention towards community-based group buying program: A push–pull-mooring model,Guan Z.,Electronic Markets,14228890,10.1007/s12525-024-00702-6,Tianjin University of Technology,
29,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186198951,SCOPUS_ID:85186198951,2-s2.0-85186198951,"The connectivity indices concept of neutrosophic graph and their application of computer network, highway system and transport network flow",Kaviyarasu M.,Scientific Reports,20452322,10.1038/s41598-024-54104-x,Vel Tech Rangarajan Dr.Sagunthala R&amp;D Institute of Science and Technology,
30,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186197612,SCOPUS_ID:85186197612,2-s2.0-85186197612,Detecting the effects of opencast mining on ecosystem services value in arid and semi-arid areas based on time-series remote sensing images and Google Earth Engine (GEE),Wu Q.,BMC Ecology and Evolution,14726785,10.1186/s12862-024-02213-6,China University of Mining and Technology,
31,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186194734,SCOPUS_ID:85186194734,2-s2.0-85186194734,"Digital stressors and resources perceived by emergency physicians and associations to their digital stress perception, mental health, job satisfaction and work engagement",Bernburg M.,BMC Emergency Medicine,1471227X,10.1186/s12873-024-00950-x,Goethe-Universität Frankfurt am Main,
32,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186193365,SCOPUS_ID:85186193365,2-s2.0-85186193365,Getting to know my disease better: The influence of linguistic features of patients’ self-disclosure on physicians’ social support in online health consultation,Jing L.,Electronic Markets,14228890,10.1007/s12525-024-00700-8,Beihang University,
33,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186190400,SCOPUS_ID:85186190400,2-s2.0-85186190400,Towards a validated glossary of usability attributes for the evaluation of wearable robotic devices,Herrera-Valenzuela D.,Journal of NeuroEngineering and Rehabilitation,17430003,10.1186/s12984-024-01312-1,"Universidad Rey Juan Carlos, Hospital Nacional de Paraplejicos",
34,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186184591,SCOPUS_ID:85186184591,2-s2.0-85186184591,Enhancing two-stage object detection models via data-driven anchor box optimization in UAV-based maritime SAR,Zhao B.,Scientific Reports,20452322,10.1038/s41598-024-55570-z,Criminal Investigation Police University of China,
35,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186176654,SCOPUS_ID:85186176654,2-s2.0-85186176654,"Amelogenin-inspired peptide, calcium phosphate solution, fluoride and their synergistic effect on enamel biomimetic remineralization: an in vitro pH-cycling model",Sakr A.H.,BMC Oral Health,14726831,10.1186/s12903-024-04008-z,Faculty of Dentistry - Ain Shams University,
36,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186176015,SCOPUS_ID:85186176015,2-s2.0-85186176015,Dickson polynomial-based secure group authentication scheme for Internet of Things,Syed S.A.,Scientific Reports,20452322,10.1038/s41598-024-55044-2,Jouf University,
37,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186174643,SCOPUS_ID:85186174643,2-s2.0-85186174643,Integration of transcription regulation and functional genomic data reveals lncRNA SNHG6’s role in hematopoietic differentiation and leukemia,Hazan J.M.,Journal of Biomedical Science,14230127,10.1186/s12929-024-01015-8,Technion - Israel Institute of Technology,
38,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186173118,SCOPUS_ID:85186173118,2-s2.0-85186173118,Proteomics-based vaccine targets annotation and design of multi-epitope vaccine against antibiotic-resistant Streptococcus gallolyticus,Chao P.,Scientific Reports,20452322,10.1038/s41598-024-55372-3,People’s Hospital of Xinjiang Uygur Autonomous Region,
39,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186159798,SCOPUS_ID:85186159798,2-s2.0-85186159798,A comparative study of advanced evolutionary algorithms for optimizing microgrid performance under dynamic pricing conditions,Elazab R.,Scientific Reports,20452322,10.1038/s41598-024-54829-9,Helwan University,
40,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186145154,SCOPUS_ID:85186145154,2-s2.0-85186145154,The hospital at home in the USA: current status and future prospects,Pandit J.A.,npj Digital Medicine,23986352,10.1038/s41746-024-01040-9,Scripps Translational Science Institute,
41,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186144594,SCOPUS_ID:85186144594,2-s2.0-85186144594,Learning the intrinsic dynamics of spatio-temporal processes through Latent Dynamics Networks,Regazzoni F.,Nature Communications,20411723,10.1038/s41467-024-45323-x,Politecnico di Milano,
42,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186143316,SCOPUS_ID:85186143316,2-s2.0-85186143316,Comparative connectomics of dauer reveals developmental plasticity,Yim H.,Nature Communications,20411723,10.1038/s41467-024-45943-3,Seoul National University,
43,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186140764,SCOPUS_ID:85186140764,2-s2.0-85186140764,HormoNet: a deep learning approach for hormone-drug interaction prediction,Emami N.,BMC Bioinformatics,14712105,10.1186/s12859-024-05708-7,School of Management and Medical Informatics,
44,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186140376,SCOPUS_ID:85186140376,2-s2.0-85186140376,Higher-order structures of local collaboration networks are associated with individual scientific productivity,Yang W.,EPJ Data Science,21931127,10.1140/epjds/s13688-024-00453-6,Xi'an Jiaotong University,
45,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186128175,SCOPUS_ID:85186128175,2-s2.0-85186128175,How do medical professionals make sense (or not) of AI? A social-media-based computational grounded theory study and an online survey,Weber S.,Computational and Structural Biotechnology Journal,20010370,10.1016/j.csbj.2024.02.009,Universität Bremen,
46,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85186116052,SCOPUS_ID:85186116052,2-s2.0-85186116052,Intelligent Vehicle Violation Detection System Under Human–Computer Interaction and Computer Vision,Ren Y.,International Journal of Computational Intelligence Systems,18756883,10.1007/s44196-024-00427-6,"SEATTLE, CITY OF",
47,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185978260,SCOPUS_ID:85185978260,2-s2.0-85185978260,A multi-class brain tumor grading system based on histopathological images using a hybrid YOLO and RESNET networks,Elazab N.,Scientific Reports,20452322,10.1038/s41598-024-54864-6,Faculty of Computer and Information,
48,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185974683,SCOPUS_ID:85185974683,2-s2.0-85185974683,Time-shifted expression of acetoclastic and methylotrophic methanogenesis by a single Methanosarcina genomospecies predominates the methanogen dynamics in Philippine rice field soil,Li X.,Microbiome,20492618,10.1186/s40168-023-01739-z,"Martin-Luther-Universität Halle-Wittenberg, Max Planck Institute for Terrestrial Microbiology",
49,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185970737,SCOPUS_ID:85185970737,2-s2.0-85185970737,Computer-delivered vs. face-to-face score comparability and test takers’ perceptions: The case of the two English speaking proficiency tests for Vietnamese EFL learners,Nguyen T.H.H.,Language Testing in Asia,22290443,10.1186/s40468-024-00277-1,"University of Foreign Languages, Hue University",
50,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185969417,SCOPUS_ID:85185969417,2-s2.0-85185969417,Vestigial singlet pairing in a fluctuating magnetic triplet superconductor and its implications for graphene superlattices,Poduval P.P.,Nature Communications,20411723,10.1038/s41467-024-45950-4,"Donald Bren School of Information &amp; Computer Sciences, University of Maryland, College Park",
51,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185969042,SCOPUS_ID:85185969042,2-s2.0-85185969042,Leveraging a meta-learning approach to advance the accuracy of Na<inf>v</inf> blocking peptides prediction,Shoombuatong W.,Scientific Reports,20452322,10.1038/s41598-024-55160-z,Mahidol University,
52,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185962675,SCOPUS_ID:85185962675,2-s2.0-85185962675,Synergistic enhancement of the mouse Pramex1 and Pramel1 in repressing retinoic acid (RA) signaling during gametogenesis,Yang M.,Cell and Bioscience,20453701,10.1186/s13578-024-01212-w,Penn State College of Agricultural Sciences,
53,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185960422,SCOPUS_ID:85185960422,2-s2.0-85185960422,T-DOpE probes reveal sensitivity of hippocampal oscillations to cannabinoids in behaving mice,Kim J.,Nature Communications,20411723,10.1038/s41467-024-46021-4,Virginia Tech College of Engineering,
54,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185958918,SCOPUS_ID:85185958918,2-s2.0-85185958918,"Metabolism-regulating non-coding RNAs in breast cancer: roles, mechanisms and clinical applications",Xu S.,Journal of Biomedical Science,14230127,10.1186/s12929-024-01013-w,Second Affiliated Hospital of Suzhou University,
55,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185955122,SCOPUS_ID:85185955122,2-s2.0-85185955122,A virtual reality experiment to study pedestrian perception of future street scenarios,Argota Sánchez-Vaquerizo J.,Scientific Reports,20452322,10.1038/s41598-024-55073-x,ETH Zürich,
56,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185954294,SCOPUS_ID:85185954294,2-s2.0-85185954294,Mesenchymal stem cells-derived extracellular vesicles for therapeutics of renal tuberculosis,Yudintceva N.,Scientific Reports,20452322,10.1038/s41598-024-54992-z,Institute of Cytology of the Russian Academy of Sciences,
57,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185948765,SCOPUS_ID:85185948765,2-s2.0-85185948765,Unravelling the genomic secrets of bacterial fish pathogens: a roadmap to aquaculture sustainability,Olymon K.,Molecular Biology Reports,15734978,10.1007/s11033-024-09331-w,Tezpur University,
58,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185942729,SCOPUS_ID:85185942729,2-s2.0-85185942729,Impact of motor task conditions on end-point kinematics and trunk movements during goal-directed arm reach,Kim B.,Scientific Reports,20452322,10.1038/s41598-024-54723-4,SUNY Upstate Medical University,
59,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185941146,SCOPUS_ID:85185941146,2-s2.0-85185941146,Barriers and facilitators to the implementation of digital technologies in mental health systems: a qualitative systematic review to inform a policy framework,Berardi C.,BMC Health Services Research,14726963,10.1186/s12913-023-10536-1,Newcastle Business School,
60,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185941048,SCOPUS_ID:85185941048,2-s2.0-85185941048,Gender differences in online abuse: the case of Dutch politicians,van der Vegt I.,Crime Science,21937680,10.1186/s40163-024-00203-z,Universiteit Utrecht,
61,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185939748,SCOPUS_ID:85185939748,2-s2.0-85185939748,"Is having your cell phone the key to happiness, or does it really matter? Evidence from a randomized double-blind study",McElroy T.,BMC Psychology,20507283,10.1186/s40359-024-01595-y,Florida Gulf Coast University,
62,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185939295,SCOPUS_ID:85185939295,2-s2.0-85185939295,COBRAs and virality: viral campaign values on consumer behaviour,Dinh T.C.T.,Humanities and Social Sciences Communications,26629992,10.1057/s41599-024-02819-7,Yeungnam University,
63,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185939077,SCOPUS_ID:85185939077,2-s2.0-85185939077,Assessing the impact of dental restorative materials on fibroblast cells: an immunohistochemical and ELISA analysis,Duzyol M.,Scientific Reports,20452322,10.1038/s41598-024-54331-2,Istanbul Medeniyet University,
64,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185933156,SCOPUS_ID:85185933156,2-s2.0-85185933156,Integrated visual transformer and flash attention for lip-to-speech generation GAN,Yang Q.,Scientific Reports,20452322,10.1038/s41598-024-55248-6,Xi'an Polytechnic University,
65,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185932675,SCOPUS_ID:85185932675,2-s2.0-85185932675,Speech emotion recognition via graph-based representations,Pentari A.,Scientific Reports,20452322,10.1038/s41598-024-52989-2,Institute of Computer Science,
66,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185929353,SCOPUS_ID:85185929353,2-s2.0-85185929353,Investigation of factors regarding the effects of COVID-19 pandemic on college students’ depression by quantum annealer,Choi J.,Scientific Reports,20452322,10.1038/s41598-024-54533-8,Yonsei University,
67,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185923038,SCOPUS_ID:85185923038,2-s2.0-85185923038,Bioinformatics analysis for the identification of Sprouty-related EVH1 domain-containing protein 3 expression and its clinical significance in thyroid carcinoma,Zhang X.,Scientific Reports,20452322,10.1038/s41598-024-55187-2,Zibo Central Hospital,
68,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185918449,SCOPUS_ID:85185918449,2-s2.0-85185918449,Frequency-specific and periodic masking of peripheral characters by delayed foveal input,Goktepe N.,Scientific Reports,20452322,10.1038/s41598-024-51710-7,Philipps-Universität Marburg,
69,Human Computer Interaction,https://api.elsevier.com/content/abstract/scopus_id/85185916020,SCOPUS_ID:85185916020,2-s2.0-85185916020,"Wearable textile antennas: investigation on material variants, fabrication methods, design and application",Marterer V.,Fashion and Textiles,21980802,10.1186/s40691-023-00369-1,"Ostbayerische Technische Hochschule Regensburg, University of West Bohemia",
